AN;MN;Symbol;AW;u_AW;Abundance;u_Abundance;isoSymbol;allIsoSymbol
37;95;Rb;94.92926;0.000022;0;0;95Rb;95Rb
37;96;Rb;95.9341334;0.0000036;0;0;96Rb;96Rb
37;97;Rb;96.9371771;0.0000021;0;0;97Rb;97Rb
37;98;Rb;97.9416869;0.0000037;0;0;98Rb;98Rb
37;99;Rb;98.94503;0.00012;0;0;99Rb;99Rb
37;100;Rb;99.95003;0.00215;0;0;100Rb;100Rb
37;101;Rb;100.95404;0.00235;0;0;101Rb;101Rb
37;102;Rb;101.95952;0.00325;0;0;102Rb;102Rb
37;103;Rb;102.96392;0.00435;0;0;103Rb;103Rb
38;73;Sr;72.9657;0.00435;0;0;73Sr;73Sr
38;74;Sr;73.95617;0.00115;0;0;74Sr;74Sr
38;75;Sr;74.94995;0.00024;0;0;75Sr;75Sr
38;76;Sr;75.941763;0.000037;0;0;76Sr;76Sr
38;77;Sr;76.9379455;0.0000085;0;0;77Sr;77Sr
38;78;Sr;77.93218;0.000008;0;0;78Sr;78Sr
38;79;Sr;78.9297077;0.000009;0;0;79Sr;79Sr
38;80;Sr;79.9245175;0.0000037;0;0;80Sr;80Sr
38;81;Sr;80.9232114;0.0000034;0;0;81Sr;81Sr
38;82;Sr;81.9183999;0.0000064;0;0;82Sr;82Sr
38;83;Sr;82.9175544;0.0000073;0;0;83Sr;83Sr
38;84;Sr;83.9134191;0.0000013;0.0056;0.0001;84Sr;84Sr
38;85;Sr;84.912932;0.000003;0;0;85Sr;85Sr
38;86;Sr;85.9092606;0.0000012;0.0986;0.0001;86Sr;86Sr
38;87;Sr;86.9088775;0.0000012;0.07;0.0001;87Sr;87Sr
38;88;Sr;87.9056125;0.0000012;0.8258;0.0001;Sr;88Sr
38;89;Sr;88.9074511;0.0000012;0;0;89Sr;89Sr
38;90;Sr;89.90773;0.0000028;0;0;90Sr;90Sr
38;91;Sr;90.9101954;0.0000061;0;0;91Sr;91Sr
38;92;Sr;91.9110382;0.0000037;0;0;92Sr;92Sr
38;93;Sr;92.9140242;0.0000081;0;0;93Sr;93Sr
38;94;Sr;93.9153556;0.0000018;0;0;94Sr;94Sr
38;95;Sr;94.9193529;0.0000063;0;0;95Sr;95Sr
38;96;Sr;95.9217066;0.0000093;0;0;96Sr;96Sr
38;97;Sr;96.926374;0.0000036;0;0;97Sr;97Sr
38;98;Sr;97.9286888;0.000004;0;0;98Sr;98Sr
38;99;Sr;98.9328907;0.0000038;0;0;99Sr;99Sr
38;100;Sr;99.93577;0.00001;0;0;100Sr;100Sr
38;101;Sr;100.940352;0.000086;0;0;101Sr;101Sr
38;102;Sr;101.943791;0.000075;0;0;102Sr;102Sr
38;103;Sr;102.94909;0.00215;0;0;103Sr;103Sr
38;104;Sr;103.95265;0.00325;0;0;104Sr;104Sr
38;105;Sr;104.95855;0.00545;0;0;105Sr;105Sr
38;106;Sr;105.96265;0.00645;0;0;106Sr;106Sr
38;107;Sr;106.96897;0.00755;0;0;107Sr;107Sr
39;76;Y;75.95856;0.00545;0;0;76Y;76Y
39;77;Y;76.949781;0.000655;0;0;77Y;77Y
39;78;Y;77.94361;0.00435;0;0;78Y;78Y
39;79;Y;78.93735;0.00048;0;0;79Y;79Y
39;80;Y;79.9343561;0.0000067;0;0;80Y;80Y
39;81;Y;80.9294556;0.0000058;0;0;81Y;81Y
39;82;Y;81.9269314;0.0000059;0;0;82Y;82Y
39;83;Y;82.922485;0.00002;0;0;83Y;83Y
39;84;Y;83.9206721;0.0000046;0;0;84Y;84Y
39;85;Y;84.916433;0.00002;0;0;85Y;85Y
39;86;Y;85.914886;0.000015;0;0;86Y;86Y
39;87;Y;86.9108761;0.0000017;0;0;87Y;87Y
39;88;Y;87.9095016;0.000002;0;0;88Y;88Y
39;89;Y;88.9058403;0.0000024;1;0;Y;89Y
39;90;Y;89.9071439;0.0000024;0;0;90Y;90Y
39;91;Y;90.9072974;0.0000028;0;0;91Y;91Y
39;92;Y;91.9089451;0.0000099;0;0;92Y;92Y
39;93;Y;92.909578;0.000011;0;0;93Y;93Y
39;94;Y;93.9115906;0.0000069;0;0;94Y;94Y
39;95;Y;94.9128161;0.0000074;0;0;95Y;95Y
39;96;Y;95.9158968;0.0000069;0;0;96Y;96Y
39;97;Y;96.9182741;0.0000075;0;0;97Y;97Y
39;98;Y;97.9223821;0.0000088;0;0;98Y;98Y
39;99;Y;98.924148;0.0000074;0;0;99Y;99Y
39;100;Y;99.927715;0.000012;0;0;100Y;100Y
39;101;Y;100.9301477;0.0000079;0;0;101Y;101Y
39;102;Y;101.9343277;0.0000044;0;0;102Y;102Y
39;103;Y;102.937243;0.000012;0;0;103Y;103Y
39;104;Y;103.94196;0.00435;0;0;104Y;104Y
39;105;Y;104.94544;0.00545;0;0;105Y;105Y
39;106;Y;105.95056;0.00545;0;0;106Y;106Y
39;107;Y;106.95452;0.00545;0;0;107Y;107Y
39;108;Y;107.95996;0.00645;0;0;108Y;108Y
39;109;Y;108.96436;0.00755;0;0;109Y;109Y
40;78;Zr;77.95566;0.00545;0;0;78Zr;78Zr
40;79;Zr;78.94948;0.00435;0;0;79Zr;79Zr
40;80;Zr;79.9404;0.0016;0;0;80Zr;80Zr
40;81;Zr;80.93731;0.00018;0;0;81Zr;81Zr
40;82;Zr;81.93135;0.00225;0;0;82Zr;82Zr
40;83;Zr;82.9292421;0.0000069;0;0;83Zr;83Zr
40;84;Zr;83.9233269;0.0000059;0;0;84Zr;84Zr
40;85;Zr;84.9214444;0.0000069;0;0;85Zr;85Zr
40;86;Zr;85.9162972;0.0000038;0;0;86Zr;86Zr
40;87;Zr;86.914818;0.0000045;0;0;87Zr;87Zr
40;88;Zr;87.9102213;0.0000058;0;0;88Zr;88Zr
40;89;Zr;88.9088814;0.0000037;0;0;89Zr;89Zr
40;90;Zr;89.9046977;0.000002;0.5145;0.004;Zr;90Zr
40;91;Zr;90.9056396;0.000002;0.1122;0.0005;91Zr;91Zr
40;92;Zr;91.9050347;0.000002;0.1715;0.0008;92Zr;92Zr
40;93;Zr;92.9064699;0.000002;0;0;93Zr;93Zr
40;94;Zr;93.9063108;0.000002;0.1738;0.0028;94Zr;94Zr
40;95;Zr;94.9080385;0.0000019;0;0;95Zr;95Zr
40;96;Zr;95.9082714;0.0000021;0.028;0.0009;96Zr;96Zr
40;97;Zr;96.9109512;0.0000021;0;0;97Zr;97Zr
40;98;Zr;97.9127289;0.0000093;0;0;98Zr;98Zr
40;99;Zr;98.916667;0.000011;0;0;99Zr;99Zr
40;100;Zr;99.9180006;0.0000089;0;0;100Zr;100Zr
40;101;Zr;100.921448;0.0000091;0;0;101Zr;101Zr
40;102;Zr;101.9231409;0.0000097;0;0;102Zr;102Zr
40;103;Zr;102.927191;0.00001;0;0;103Zr;103Zr
40;104;Zr;103.929436;0.00001;0;0;104Zr;104Zr
40;105;Zr;104.934008;0.000013;0;0;105Zr;105Zr
40;106;Zr;105.93676;0.00215;0;0;106Zr;106Zr
40;107;Zr;106.94174;0.00325;0;0;107Zr;107Zr
40;108;Zr;107.94487;0.00435;0;0;108Zr;108Zr
40;109;Zr;108.95041;0.00545;0;0;109Zr;109Zr
40;110;Zr;109.95396;0.00645;0;0;110Zr;110Zr
40;111;Zr;110.95968;0.00755;0;0;111Zr;111Zr
40;112;Zr;111.9637;0.00755;0;0;112Zr;112Zr
41;81;Nb;80.9496;0.00435;0;0;81Nb;81Nb
41;82;Nb;81.94396;0.00325;0;0;82Nb;82Nb
41;83;Nb;82.93729;0.00032;0;0;83Nb;83Nb
41;84;Nb;83.93449;0.00325;0;0;84Nb;84Nb
41;85;Nb;84.9288458;0.0000044;0;0;85Nb;85Nb
41;86;Nb;85.9257828;0.0000059;0;0;86Nb;86Nb
41;87;Nb;86.9206937;0.0000073;0;0;87Nb;87Nb
41;88;Nb;87.918222;0.000061;0;0;88Nb;88Nb
41;89;Nb;88.913445;0.000025;0;0;89Nb;89Nb
41;90;Nb;89.9112584;0.0000038;0;0;90Nb;90Nb
41;91;Nb;90.9069897;0.0000037;0;0;91Nb;91Nb
41;92;Nb;91.9071881;0.0000026;0;0;92Nb;92Nb
41;93;Nb;92.906373;0.000002;1;0;Nb;93Nb
41;94;Nb;93.9072788;0.000002;0;0;94Nb;94Nb
41;95;Nb;94.9068324;0.00000071;0;0;95Nb;95Nb
41;96;Nb;95.9080973;0.0000035;0;0;96Nb;96Nb
41;97;Nb;96.9080959;0.0000019;0;0;97Nb;97Nb
41;98;Nb;97.9103265;0.0000058;0;0;98Nb;98Nb
41;99;Nb;98.911613;0.000013;0;0;99Nb;99Nb
41;100;Nb;99.9143276;0.0000088;0;0;100Nb;100Nb
41;101;Nb;100.9153103;0.0000042;0;0;101Nb;101Nb
41;102;Nb;101.9180772;0.0000035;0;0;102Nb;102Nb
41;103;Nb;102.9194572;0.0000044;0;0;103Nb;103Nb
41;104;Nb;103.9228925;0.0000037;0;0;104Nb;104Nb
41;105;Nb;104.9249465;0.0000045;0;0;105Nb;105Nb
41;106;Nb;105.9289317;0.0000046;0;0;106Nb;106Nb
41;107;Nb;106.9315937;0.0000087;0;0;107Nb;107Nb
41;108;Nb;107.9360748;0.0000088;0;0;108Nb;108Nb
41;109;Nb;108.93922;0.00056;0;0;109Nb;109Nb
41;110;Nb;109.94403;0.00215;0;0;110Nb;110Nb
41;111;Nb;110.94753;0.00325;0;0;111Nb;111Nb
41;112;Nb;111.95247;0.00325;0;0;112Nb;112Nb
41;113;Nb;112.95651;0.00435;0;0;113Nb;113Nb
41;114;Nb;113.96201;0.00545;0;0;114Nb;114Nb
41;115;Nb;114.96634;0.00545;0;0;115Nb;115Nb
42;83;Mo;82.94988;0.00435;0;0;83Mo;83Mo
42;84;Mo;83.94149;0.00435;0;0;84Mo;84Mo
42;85;Mo;84.938261;0.000017;0;0;85Mo;85Mo
42;86;Mo;85.9311748;0.000004;0;0;86Mo;86Mo
42;87;Mo;86.9281962;0.0000031;0;0;87Mo;87Mo
42;88;Mo;87.9219678;0.0000041;0;0;88Mo;88Mo
42;89;Mo;88.9194682;0.0000042;0;0;89Mo;89Mo
42;90;Mo;89.9139309;0.0000038;0;0;90Mo;90Mo
42;91;Mo;90.9117453;0.0000067;0;0;91Mo;91Mo
42;92;Mo;91.90680796;0.00000084;0.1453;0.003;92Mo;92Mo
42;93;Mo;92.90680958;0.00000084;0;0;93Mo;93Mo
42;94;Mo;93.9050849;0.00000048;0.0915;0.0009;94Mo;94Mo
42;95;Mo;94.90583877;0.00000047;0.1584;0.0011;95Mo;95Mo
42;96;Mo;95.90467612;0.00000047;0.1667;0.0015;96Mo;96Mo
42;97;Mo;96.90601812;0.00000049;0.096;0.0014;97Mo;97Mo
42;98;Mo;97.90540482;0.00000049;0.2439;0.0037;Mo;98Mo
42;99;Mo;98.90770851;0.00000052;0;0;99Mo;99Mo
42;100;Mo;99.9074718;0.0000011;0.0982;0.0031;100Mo;100Mo
42;101;Mo;100.9103414;0.0000011;0;0;101Mo;101Mo
42;102;Mo;101.9102834;0.0000091;0;0;102Mo;102Mo
42;103;Mo;102.913079;0.00001;0;0;103Mo;103Mo
42;104;Mo;103.9137344;0.0000098;0;0;104Mo;104Mo
42;105;Mo;104.916969;0.00001;0;0;105Mo;105Mo
42;106;Mo;105.918259;0.00001;0;0;106Mo;106Mo
42;107;Mo;106.922106;0.00001;0;0;107Mo;107Mo
42;108;Mo;107.924033;0.00001;0;0;108Mo;108Mo
42;109;Mo;108.928424;0.000012;0;0;109Mo;109Mo
42;110;Mo;109.930704;0.000026;0;0;110Mo;110Mo
42;111;Mo;110.935654;0.000014;0;0;111Mo;111Mo
42;112;Mo;111.93831;0.00215;0;0;112Mo;112Mo
42;113;Mo;112.94335;0.00325;0;0;113Mo;113Mo
42;114;Mo;113.94653;0.00325;0;0;114Mo;114Mo
42;115;Mo;114.95196;0.00435;0;0;115Mo;115Mo
42;116;Mo;115.95545;0.00545;0;0;116Mo;116Mo
42;117;Mo;116.96117;0.00545;0;0;117Mo;117Mo
43;85;Tc;84.95058;0.00435;0;0;Tc;85Tc
43;86;Tc;85.94493;0.00325;0;0;86Tc;86Tc
43;87;Tc;86.9380672;0.0000045;0;0;87Tc;87Tc
43;88;Tc;87.93378;0.00016;0;0;88Tc;88Tc
43;89;Tc;88.9276487;0.0000041;0;0;89Tc;89Tc
43;90;Tc;89.9240739;0.0000011;0;0;90Tc;90Tc
43;91;Tc;90.9184254;0.0000025;0;0;91Tc;91Tc
43;92;Tc;91.9152698;0.0000033;0;0;92Tc;92Tc
43;93;Tc;92.910246;0.0000014;0;0;93Tc;93Tc
43;94;Tc;93.9096536;0.0000044;0;0;94Tc;94Tc
43;95;Tc;94.9076536;0.0000055;0;0;95Tc;95Tc
43;96;Tc;95.907868;0.0000055;0;0;96Tc;96Tc
43;97;Tc;96.9063667;0.000004;0;0;97Tc;97Tc
43;98;Tc;97.9072124;0.0000036;0;0;98Tc;98Tc
43;99;Tc;98.9062508;0.000001;0;0;99Tc;99Tc
43;100;Tc;99.9076539;0.0000015;0;0;100Tc;100Tc
43;101;Tc;100.907309;0.000026;0;0;101Tc;101Tc
43;102;Tc;101.9092097;0.0000099;0;0;102Tc;102Tc
43;103;Tc;102.909176;0.000011;0;0;103Tc;103Tc
43;104;Tc;103.911425;0.000027;0;0;104Tc;104Tc
43;105;Tc;104.911655;0.000038;0;0;105Tc;105Tc
43;106;Tc;105.914358;0.000013;0;0;106Tc;106Tc
43;107;Tc;106.9154606;0.0000093;0;0;107Tc;107Tc
43;108;Tc;107.9184957;0.0000094;0;0;108Tc;108Tc
43;109;Tc;108.920256;0.00001;0;0;109Tc;109Tc
43;110;Tc;109.923744;0.00001;0;0;110Tc;110Tc
43;111;Tc;110.925901;0.000011;0;0;111Tc;111Tc
43;112;Tc;111.9299458;0.000006;0;0;112Tc;112Tc
43;113;Tc;112.932569;0.0000036;0;0;113Tc;113Tc
43;114;Tc;113.93691;0.00115;0;0;114Tc;114Tc
43;115;Tc;114.93998;0.00215;0;0;115Tc;115Tc
43;116;Tc;115.94476;0.00325;0;0;116Tc;116Tc
43;117;Tc;116.94806;0.00435;0;0;117Tc;117Tc
43;118;Tc;117.95299;0.00435;0;0;118Tc;118Tc
43;119;Tc;118.95666;0.00545;0;0;119Tc;119Tc
43;120;Tc;119.96187;0.00545;0;0;120Tc;120Tc
44;87;Ru;86.95069;0.00435;0;0;87Ru;87Ru
44;88;Ru;87.9416;0.00325;0;0;88Ru;88Ru
44;89;Ru;88.93762;0.00325;0;0;89Ru;89Ru
44;90;Ru;89.9303444;0.000004;0;0;90Ru;90Ru
44;91;Ru;90.9267419;0.0000024;0;0;91Ru;91Ru
44;92;Ru;91.9202344;0.0000029;0;0;92Ru;92Ru
44;93;Ru;92.9171044;0.0000022;0;0;93Ru;93Ru
44;94;Ru;93.9113429;0.0000034;0;0;94Ru;94Ru
44;95;Ru;94.910406;0.00001;0;0;95Ru;95Ru
44;96;Ru;95.90759025;0.00000049;0.0554;0.0014;96Ru;96Ru
44;97;Ru;96.9075471;0.000003;0;0;97Ru;97Ru
44;98;Ru;97.9052868;0.0000069;0.0187;0.0003;98Ru;98Ru
44;99;Ru;98.9059341;0.0000011;0.1276;0.0014;99Ru;99Ru
44;100;Ru;99.9042143;0.0000011;0.126;0.0007;100Ru;100Ru
44;101;Ru;100.9055769;0.0000012;0.1706;0.0002;101Ru;101Ru
44;102;Ru;101.9043441;0.0000012;0.3155;0.0014;Ru;102Ru
44;103;Ru;102.9063186;0.0000012;0;0;103Ru;103Ru
44;104;Ru;103.9054275;0.0000028;0.1862;0.0027;104Ru;104Ru
44;105;Ru;104.9077476;0.0000028;0;0;105Ru;105Ru
44;106;Ru;105.9073291;0.0000058;0;0;106Ru;106Ru
44;107;Ru;106.909972;0.0000093;0;0;107Ru;107Ru
44;108;Ru;107.910188;0.0000093;0;0;108Ru;108Ru
44;109;Ru;108.913326;0.0000096;0;0;109Ru;109Ru
44;110;Ru;109.9140407;0.0000096;0;0;110Ru;110Ru
44;111;Ru;110.91757;0.00001;0;0;111Ru;111Ru
44;112;Ru;111.918809;0.00001;0;0;112Ru;112Ru
44;113;Ru;112.922844;0.000039;0;0;113Ru;113Ru
44;114;Ru;113.9246136;0.0000038;0;0;114Ru;114Ru
44;115;Ru;114.92882;0.000071;0;0;115Ru;115Ru
44;116;Ru;115.9312192;0.000004;0;0;116Ru;116Ru
44;117;Ru;116.9361;0.00063;0;0;117Ru;117Ru
44;118;Ru;117.93853;0.00325;0;0;118Ru;118Ru
44;119;Ru;118.94357;0.00325;0;0;119Ru;119Ru
44;120;Ru;119.94631;0.00435;0;0;120Ru;120Ru
44;121;Ru;120.95164;0.00435;0;0;121Ru;121Ru
44;122;Ru;121.95447;0.00545;0;0;122Ru;122Ru
44;123;Ru;122.95989;0.00545;0;0;123Ru;123Ru
44;124;Ru;123.96305;0.00645;0;0;124Ru;124Ru
45;89;Rh;88.95058;0.00395;0;0;89Rh;89Rh
45;90;Rh;89.94422;0.00435;0;0;90Rh;90Rh
45;91;Rh;90.93688;0.00435;0;0;91Rh;91Rh
45;92;Rh;91.9323677;0.0000047;0;0;92Rh;92Rh
45;93;Rh;92.9259128;0.0000028;0;0;93Rh;93Rh
45;94;Rh;93.9217305;0.0000036;0;0;94Rh;94Rh
45;95;Rh;94.9158979;0.0000042;0;0;95Rh;95Rh
45;96;Rh;95.914453;0.000011;0;0;96Rh;96Rh
45;97;Rh;96.911329;0.000038;0;0;97Rh;97Rh
45;98;Rh;97.910708;0.000013;0;0;98Rh;98Rh
45;99;Rh;98.9081282;0.0000073;0;0;99Rh;99Rh
45;100;Rh;99.908117;0.000019;0;0;100Rh;100Rh
45;101;Rh;100.9061606;0.0000063;0;0;101Rh;101Rh
45;102;Rh;101.9068374;0.000005;0;0;102Rh;102Rh
45;103;Rh;102.905498;0.0000026;1;0;Rh;103Rh
45;104;Rh;103.9066492;0.0000026;0;0;104Rh;104Rh
45;105;Rh;104.9056885;0.0000027;0;0;105Rh;105Rh
45;106;Rh;105.9072868;0.0000058;0;0;106Rh;106Rh
45;107;Rh;106.906748;0.000013;0;0;107Rh;107Rh
45;108;Rh;107.908714;0.000015;0;0;108Rh;108Rh
45;109;Rh;108.9087488;0.0000043;0;0;109Rh;109Rh
45;110;Rh;109.911079;0.000019;0;0;110Rh;110Rh
45;111;Rh;110.9116423;0.0000074;0;0;111Rh;111Rh
45;112;Rh;111.914403;0.000047;0;0;112Rh;112Rh
45;113;Rh;112.9154393;0.0000077;0;0;113Rh;113Rh
45;114;Rh;113.918718;0.000077;0;0;114Rh;114Rh
45;115;Rh;114.9203116;0.0000078;0;0;115Rh;115Rh
45;116;Rh;115.924059;0.000076;0;0;116Rh;116Rh
45;117;Rh;116.9260354;0.0000095;0;0;117Rh;117Rh
45;118;Rh;117.93034;0.000026;0;0;118Rh;118Rh
45;119;Rh;118.932557;0.00001;0;0;119Rh;119Rh
45;120;Rh;119.93686;0.00215;0;0;120Rh;120Rh
45;121;Rh;120.93942;0.00325;0;0;121Rh;121Rh
45;122;Rh;121.94399;0.00325;0;0;122Rh;122Rh
45;123;Rh;122.94685;0.00435;0;0;123Rh;123Rh
45;124;Rh;123.95151;0.00435;0;0;124Rh;124Rh
45;125;Rh;124.95469;0.00545;0;0;125Rh;125Rh
45;126;Rh;125.95946;0.00545;0;0;126Rh;126Rh
46;91;Pd;90.95032;0.00545;0;0;91Pd;91Pd
46;92;Pd;91.94088;0.00545;0;0;92Pd;92Pd
46;93;Pd;92.93651;0.00435;0;0;93Pd;93Pd
46;94;Pd;93.9290376;0.0000046;0;0;94Pd;94Pd
46;95;Pd;94.9248898;0.0000033;0;0;95Pd;95Pd
46;96;Pd;95.9182151;0.0000045;0;0;96Pd;96Pd
46;97;Pd;96.916472;0.0000052;0;0;97Pd;97Pd
46;98;Pd;97.9126983;0.0000051;0;0;98Pd;98Pd
46;99;Pd;98.9117748;0.0000054;0;0;99Pd;99Pd
46;100;Pd;99.908505;0.000019;0;0;100Pd;100Pd
46;101;Pd;100.9082864;0.0000049;0;0;101Pd;101Pd
46;102;Pd;101.9056022;0.0000028;0.0102;0.0001;102Pd;102Pd
46;103;Pd;102.9060809;0.0000027;0;0;103Pd;103Pd
46;104;Pd;103.9040305;0.0000014;0.1114;0.0008;104Pd;104Pd
46;105;Pd;104.9050796;0.0000012;0.2233;0.0008;105Pd;105Pd
46;106;Pd;105.9034804;0.0000012;0.2733;0.0003;Pd;106Pd
46;107;Pd;106.9051282;0.0000013;0;0;107Pd;107Pd
46;108;Pd;107.9038916;0.0000012;0.2646;0.0009;108Pd;108Pd
46;109;Pd;108.9059504;0.0000012;0;0;109Pd;109Pd
46;110;Pd;109.9051722;0.00000075;0.1172;0.0009;110Pd;110Pd
46;111;Pd;110.90768968;0.00000086;0;0;111Pd;111Pd
46;112;Pd;111.9073297;0.000007;0;0;112Pd;112Pd
46;113;Pd;112.910261;0.0000075;0;0;113Pd;113Pd
46;114;Pd;113.9103686;0.0000075;0;0;114Pd;114Pd
46;115;Pd;114.913659;0.000015;0;0;115Pd;115Pd
46;116;Pd;115.914297;0.0000077;0;0;116Pd;116Pd
46;117;Pd;116.9179547;0.0000078;0;0;117Pd;117Pd
46;118;Pd;117.9190667;0.0000027;0;0;118Pd;118Pd
46;119;Pd;118.9233402;0.0000089;0;0;119Pd;119Pd
46;120;Pd;119.9245511;0.0000025;0;0;120Pd;120Pd
46;121;Pd;120.9289503;0.0000036;0;0;121Pd;121Pd
46;122;Pd;121.930632;0.000021;0;0;122Pd;122Pd
46;123;Pd;122.93514;0.00215;0;0;123Pd;123Pd
46;124;Pd;123.93714;0.00325;0;0;124Pd;124Pd
46;125;Pd;124.94179;0.00435;0;0;125Pd;125Pd
46;126;Pd;125.94416;0.00545;0;0;126Pd;126Pd
46;127;Pd;126.94907;0.00545;0;0;127Pd;127Pd
46;128;Pd;127.95183;0.00645;0;0;128Pd;128Pd
47;93;Ag;92.95033;0.00545;0;0;93Ag;93Ag
47;94;Ag;93.94373;0.00695;0;0;94Ag;94Ag
47;95;Ag;94.93602;0.00435;0;0;95Ag;95Ag
47;96;Ag;95.930744;0.000097;0;0;96Ag;96Ag
47;97;Ag;96.92397;0.00012;0;0;97Ag;97Ag
47;98;Ag;97.92156;0.000035;0;0;98Ag;98Ag
47;99;Ag;98.9176458;0.0000067;0;0;99Ag;99Ag
47;100;Ag;99.9161154;0.0000054;0;0;100Ag;100Ag
47;101;Ag;100.912684;0.0000052;0;0;101Ag;101Ag
47;102;Ag;101.9117047;0.0000088;0;0;102Ag;102Ag
47;103;Ag;102.9089631;0.0000041;0;0;103Ag;103Ag
47;104;Ag;103.9086239;0.0000045;0;0;104Ag;104Ag
47;105;Ag;104.9065256;0.0000049;0;0;105Ag;105Ag
47;106;Ag;105.9066636;0.0000032;0;0;106Ag;106Ag
47;107;Ag;106.9050916;0.0000026;0.51839;0.00008;Ag;107Ag
47;108;Ag;107.9059503;0.0000026;0;0;108Ag;108Ag
47;109;Ag;108.9047553;0.0000014;0.48161;0.00008;109Ag;109Ag
47;110;Ag;109.9061102;0.0000014;0;0;110Ag;110Ag
47;111;Ag;110.9052959;0.0000016;0;0;111Ag;111Ag
47;112;Ag;111.9070486;0.0000026;0;0;112Ag;112Ag
47;113;Ag;112.906573;0.000018;0;0;113Ag;113Ag
47;114;Ag;113.908823;0.0000049;0;0;114Ag;114Ag
47;115;Ag;114.908767;0.00002;0;0;115Ag;115Ag
47;116;Ag;115.9113868;0.0000035;0;0;116Ag;116Ag
47;117;Ag;116.911774;0.000015;0;0;117Ag;117Ag
47;118;Ag;117.9145955;0.0000027;0;0;118Ag;118Ag
47;119;Ag;118.91557;0.000016;0;0;119Ag;119Ag
47;120;Ag;119.9187848;0.0000048;0;0;120Ag;120Ag
47;121;Ag;120.920125;0.000013;0;0;121Ag;121Ag
47;122;Ag;121.923664;0.000041;0;0;122Ag;122Ag
47;123;Ag;122.925337;0.000033;0;0;123Ag;123Ag
47;124;Ag;123.92893;0.00027;0;0;124Ag;124Ag
47;125;Ag;124.93105;0.00064;0;0;125Ag;125Ag
47;126;Ag;125.93475;0.00215;0;0;126Ag;126Ag
47;127;Ag;126.93711;0.00215;0;0;127Ag;127Ag
47;128;Ag;127.94106;0.00325;0;0;128Ag;128Ag
47;129;Ag;128.94395;0.00325;0;0;129Ag;129Ag
47;130;Ag;129.9507;0.00365;0;0;130Ag;130Ag
48;95;Cd;94.94994;0.00545;0;0;95Cd;95Cd
48;96;Cd;95.94034;0.00435;0;0;96Cd;96Cd
48;97;Cd;96.9351;0.00325;0;0;97Cd;97Cd
48;98;Cd;97.927389;0.000056;0;0;98Cd;98Cd
48;99;Cd;98.9249258;0.0000017;0;0;99Cd;99Cd
48;100;Cd;99.9203488;0.0000018;0;0;100Cd;100Cd
48;101;Cd;100.9185862;0.0000016;0;0;101Cd;101Cd
48;102;Cd;101.914482;0.0000018;0;0;102Cd;102Cd
48;103;Cd;102.9134165;0.0000019;0;0;103Cd;103Cd
48;104;Cd;103.9098564;0.0000018;0;0;104Cd;104Cd
48;105;Cd;104.9094639;0.0000015;0;0;105Cd;105Cd
48;106;Cd;105.9064599;0.0000012;0.0125;0.0006;106Cd;106Cd
48;107;Cd;106.9066121;0.0000018;0;0;107Cd;107Cd
48;108;Cd;107.9041834;0.0000012;0.0089;0.0003;108Cd;108Cd
48;109;Cd;108.9049867;0.0000017;0;0;109Cd;109Cd
48;110;Cd;109.90300661;0.00000061;0.1249;0.0018;110Cd;110Cd
48;111;Cd;110.90418287;0.00000061;0.128;0.0012;111Cd;111Cd
48;112;Cd;111.90276287;0.0000006;0.2413;0.0021;112Cd;112Cd
48;113;Cd;112.90440813;0.00000045;0.1222;0.0012;113Cd;113Cd
48;114;Cd;113.90336509;0.00000043;0.2873;0.0042;Cd;114Cd
48;115;Cd;114.90543751;0.00000077;0;0;115Cd;115Cd
48;116;Cd;115.90476315;0.00000017;0.0749;0.0018;116Cd;116Cd
48;117;Cd;116.907226;0.0000011;0;0;117Cd;117Cd
48;118;Cd;117.906922;0.000021;0;0;118Cd;118Cd
48;119;Cd;118.909847;0.00004;0;0;119Cd;119Cd
48;120;Cd;119.9098681;0.000004;0;0;120Cd;120Cd
48;121;Cd;120.9129637;0.0000021;0;0;121Cd;121Cd
48;122;Cd;121.9134591;0.0000025;0;0;122Cd;122Cd
48;123;Cd;122.9168925;0.0000029;0;0;123Cd;123Cd
48;124;Cd;123.9176574;0.0000032;0;0;124Cd;124Cd
48;125;Cd;124.9212576;0.0000031;0;0;125Cd;125Cd
48;126;Cd;125.9224291;0.0000027;0;0;126Cd;126Cd
48;127;Cd;126.926472;0.000014;0;0;127Cd;127Cd
48;128;Cd;127.9278129;0.0000078;0;0;128Cd;128Cd
48;129;Cd;128.93182;0.00215;0;0;129Cd;129Cd
48;130;Cd;129.93394;0.00018;0;0;130Cd;130Cd
48;131;Cd;130.9406;0.00215;0;0;131Cd;131Cd
48;132;Cd;131.94604;0.00215;0;0;132Cd;132Cd
48;133;Cd;132.95285;0.00325;0;0;133Cd;133Cd
49;97;In;96.94934;0.00545;0;0;97In;97In
49;98;In;97.94214;0.00215;0;0;98In;98In
49;99;In;98.93411;0.00215;0;0;99In;99In
49;100;In;99.93096;0.0002;0;0;100In;100In
49;101;In;100.92634;0.00325;0;0;101In;101In
49;102;In;101.9241071;0.0000049;0;0;102In;102In
49;103;In;102.9198819;0.0000098;0;0;103In;103In
49;104;In;103.9182145;0.0000062;0;0;104In;104In
49;105;In;104.914502;0.000011;0;0;105In;105In
49;106;In;105.913464;0.000013;0;0;106In;106In
49;107;In;106.91029;0.000012;0;0;107In;107In
