AN;MN;Symbol;AW;u_AW;Abundance;u_Abundance;isoSymbol;allIsoSymbol
101;262;Md;262.1091;0.00455;0;0;262Md;262Md
102;248;No;248.08655;0.00245;0;0;No;248No
102;249;No;249.0878;0.00305;0;0;249No;249No
102;250;No;250.08756;0.00225;0;0;250No;250No
102;251;No;251.08894;0.00125;0;0;251No;251No
102;252;No;252.088967;0.00001;0;0;252No;252No
102;253;No;253.0905641;0.0000075;0;0;253No;253No
102;254;No;254.090956;0.000011;0;0;254No;254No
102;255;No;255.093191;0.000016;0;0;255No;255No
102;256;No;256.0942829;0.0000084;0;0;256No;256No
102;257;No;257.0968878;0.0000074;0;0;257No;257No
102;258;No;258.09821;0.00115;0;0;258No;258No
102;259;No;259.10103;0.00115;0;0;259No;259No
102;260;No;260.10264;0.00225;0;0;260No;260No
102;261;No;261.1057;0.00225;0;0;261No;261No
102;262;No;262.10746;0.00395;0;0;262No;262No
102;263;No;263.11071;0.00535;0;0;263No;263No
102;264;No;264.11273;0.00705;0;0;264No;264No
103;251;Lr;251.09418;0.00325;0;0;Lr;251Lr
103;252;Lr;252.09526;0.00265;0;0;252Lr;252Lr
103;253;Lr;253.09509;0.00225;0;0;253Lr;253Lr
103;254;Lr;254.09648;0.00325;0;0;254Lr;254Lr
103;255;Lr;255.096562;0.000019;0;0;255Lr;255Lr
103;256;Lr;256.098494;0.000089;0;0;256Lr;256Lr
103;257;Lr;257.099418;0.000475;0;0;257Lr;257Lr
103;258;Lr;258.10176;0.00115;0;0;258Lr;258Lr
103;259;Lr;259.102902;0.000765;0;0;259Lr;259Lr
103;260;Lr;260.1055;0.00135;0;0;260Lr;260Lr
103;261;Lr;261.10688;0.00225;0;0;261Lr;261Lr
103;262;Lr;262.10961;0.00225;0;0;262Lr;262Lr
103;263;Lr;263.11136;0.00305;0;0;263Lr;263Lr
103;264;Lr;264.1142;0.00475;0;0;264Lr;264Lr
103;265;Lr;265.11619;0.00655;0;0;265Lr;265Lr
103;266;Lr;266.11983;0.00565;0;0;266Lr;266Lr
104;253;Rf;253.10044;0.00445;0;0;Rf;253Rf
104;254;Rf;254.10005;0.00305;0;0;254Rf;254Rf
104;255;Rf;255.10127;0.00125;0;0;255Rf;255Rf
104;256;Rf;256.101152;0.000019;0;0;256Rf;256Rf
104;257;Rf;257.102918;0.000012;0;0;257Rf;257Rf
104;258;Rf;258.103428;0.000034;0;0;258Rf;258Rf
104;259;Rf;259.105596;0.000785;0;0;259Rf;259Rf
104;260;Rf;260.10644;0.00225;0;0;260Rf;260Rf
104;261;Rf;261.108773;0.000054;0;0;261Rf;261Rf
104;262;Rf;262.10992;0.00245;0;0;262Rf;262Rf
104;263;Rf;263.11249;0.00205;0;0;263Rf;263Rf
104;264;Rf;264.11388;0.00395;0;0;264Rf;264Rf
104;265;Rf;265.11668;0.00395;0;0;265Rf;265Rf
104;266;Rf;266.11817;0.00505;0;0;266Rf;266Rf
104;267;Rf;267.12179;0.00625;0;0;267Rf;267Rf
104;268;Rf;268.12397;0.00775;0;0;268Rf;268Rf
105;255;Db;255.10707;0.00455;0;0;Db;255Db
105;256;Db;256.10789;0.00265;0;0;256Db;256Db
105;257;Db;257.10758;0.00225;0;0;257Db;257Db
105;258;Db;258.10928;0.00335;0;0;258Db;258Db
105;259;Db;259.109492;0.000057;0;0;259Db;259Db
105;260;Db;260.1113;0.00105;0;0;260Db;260Db
105;261;Db;261.11192;0.00125;0;0;261Db;261Db
105;262;Db;262.11407;0.00155;0;0;262Db;262Db
105;263;Db;263.11499;0.00185;0;0;263Db;263Db
105;264;Db;264.11741;0.00255;0;0;264Db;264Db
105;265;Db;265.11861;0.00245;0;0;265Db;265Db
105;266;Db;266.12103;0.00305;0;0;266Db;266Db
105;267;Db;267.12247;0.00445;0;0;267Db;267Db
105;268;Db;268.12567;0.00575;0;0;268Db;268Db
105;269;Db;269.12791;0.00735;0;0;269Db;269Db
105;270;Db;270.13136;0.00645;0;0;270Db;270Db
106;258;Sg;258.11298;0.00445;0;0;Sg;258Sg
106;259;Sg;259.1144;0.00135;0;0;259Sg;259Sg
106;260;Sg;260.114384;0.000022;0;0;260Sg;260Sg
106;261;Sg;261.115949;0.00002;0;0;261Sg;261Sg
106;262;Sg;262.116337;0.000038;0;0;262Sg;262Sg
106;263;Sg;263.11829;0.00105;0;0;263Sg;263Sg
106;264;Sg;264.11893;0.00305;0;0;264Sg;264Sg
106;265;Sg;265.12109;0.00135;0;0;265Sg;265Sg
106;266;Sg;266.12198;0.00265;0;0;266Sg;266Sg
106;267;Sg;267.12436;0.00305;0;0;267Sg;267Sg
106;268;Sg;268.12539;0.00505;0;0;268Sg;268Sg
106;269;Sg;269.12863;0.00395;0;0;269Sg;269Sg
106;270;Sg;270.13043;0.00605;0;0;270Sg;270Sg
106;271;Sg;271.13393;0.00635;0;0;271Sg;271Sg
106;272;Sg;272.13589;0.00835;0;0;272Sg;272Sg
106;273;Sg;273.13958;0.00545;0;0;273Sg;273Sg
107;260;Bh;260.12166;0.00265;0;0;Bh;260Bh
107;261;Bh;261.12145;0.00225;0;0;261Bh;261Bh
107;262;Bh;262.12297;0.00335;0;0;262Bh;262Bh
107;263;Bh;263.12292;0.00335;0;0;263Bh;263Bh
107;264;Bh;264.12459;0.00195;0;0;264Bh;264Bh
107;265;Bh;265.12491;0.00255;0;0;265Bh;265Bh
107;266;Bh;266.12679;0.00185;0;0;266Bh;266Bh
107;267;Bh;267.1275;0.00285;0;0;267Bh;267Bh
107;268;Bh;268.12969;0.00415;0;0;268Bh;268Bh
107;269;Bh;269.13042;0.00405;0;0;269Bh;269Bh
107;270;Bh;270.13336;0.00315;0;0;270Bh;270Bh
107;271;Bh;271.13526;0.00485;0;0;271Bh;271Bh
107;272;Bh;272.13826;0.00585;0;0;272Bh;272Bh
107;273;Bh;273.14024;0.00805;0;0;273Bh;273Bh
107;274;Bh;274.14355;0.00655;0;0;274Bh;274Bh
107;275;Bh;275.14567;0.00645;0;0;275Bh;275Bh
108;263;Hs;263.12852;0.00145;0;0;Hs;263Hs
108;264;Hs;264.128357;0.000031;0;0;264Hs;264Hs
108;265;Hs;265.129793;0.000026;0;0;265Hs;265Hs
108;266;Hs;266.130046;0.000042;0;0;266Hs;266Hs
108;267;Hs;267.13167;0.00105;0;0;267Hs;267Hs
108;268;Hs;268.13186;0.00305;0;0;268Hs;268Hs
108;269;Hs;269.13375;0.00135;0;0;269Hs;269Hs
108;270;Hs;270.13429;0.00275;0;0;270Hs;270Hs
108;271;Hs;271.13717;0.00325;0;0;271Hs;271Hs
108;272;Hs;272.1385;0.00555;0;0;272Hs;272Hs
108;273;Hs;273.14168;0.00405;0;0;273Hs;273Hs
108;274;Hs;274.1433;0.00635;0;0;274Hs;274Hs
108;275;Hs;275.14667;0.00635;0;0;275Hs;275Hs
108;276;Hs;276.14846;0.00865;0;0;276Hs;276Hs
108;277;Hs;277.1519;0.00585;0;0;277Hs;277Hs
109;265;Mt;265.136;0.00485;0;0;Mt;265Mt
109;266;Mt;266.13737;0.00335;0;0;266Mt;266Mt
109;267;Mt;267.13719;0.00545;0;0;267Mt;267Mt
109;268;Mt;268.13865;0.00255;0;0;268Mt;268Mt
109;269;Mt;269.13882;0.00505;0;0;269Mt;269Mt
109;270;Mt;270.14033;0.00185;0;0;270Mt;270Mt
109;271;Mt;271.14074;0.00355;0;0;271Mt;271Mt
109;272;Mt;272.14341;0.00525;0;0;272Mt;272Mt
109;273;Mt;273.1444;0.00525;0;0;273Mt;273Mt
109;274;Mt;274.14724;0.00385;0;0;274Mt;274Mt
109;275;Mt;275.14882;0.00505;0;0;275Mt;275Mt
109;276;Mt;276.15159;0.00595;0;0;276Mt;276Mt
109;277;Mt;277.15327;0.00825;0;0;277Mt;277Mt
109;278;Mt;278.15631;0.00685;0;0;278Mt;278Mt
109;279;Mt;279.15808;0.00725;0;0;279Mt;279Mt
110;267;Ds;267.14377;0.00155;0;0;Ds;267Ds
110;268;Ds;268.14348;0.00325;0;0;268Ds;268Ds
110;269;Ds;269.144752;0.000034;0;0;269Ds;269Ds
110;270;Ds;270.144584;0.000052;0;0;270Ds;270Ds
110;271;Ds;271.14595;0.00105;0;0;271Ds;271Ds
110;272;Ds;272.14602;0.00445;0;0;272Ds;272Ds
110;273;Ds;273.14856;0.00145;0;0;273Ds;273Ds
110;274;Ds;274.14941;0.00425;0;0;274Ds;274Ds
110;275;Ds;275.15203;0.00455;0;0;275Ds;275Ds
110;276;Ds;276.15303;0.00595;0;0;276Ds;276Ds
110;277;Ds;277.15591;0.00415;0;0;277Ds;277Ds
110;278;Ds;278.15704;0.00675;0;0;278Ds;278Ds
110;279;Ds;279.1601;0.00645;0;0;279Ds;279Ds
110;280;Ds;280.16131;0.00895;0;0;280Ds;280Ds
110;281;Ds;281.16451;0.00595;0;0;281Ds;281Ds
111;272;Rg;272.15327;0.00255;0;0;Rg;272Rg
111;273;Rg;273.15313;0.00565;0;0;273Rg;273Rg
111;274;Rg;274.15525;0.00195;0;0;274Rg;274Rg
111;275;Rg;275.15594;0.00565;0;0;275Rg;275Rg
111;276;Rg;276.15833;0.00685;0;0;276Rg;276Rg
111;277;Rg;277.15907;0.00615;0;0;277Rg;277Rg
111;278;Rg;278.16149;0.00385;0;0;278Rg;278Rg
111;279;Rg;279.16272;0.00515;0;0;279Rg;279Rg
111;280;Rg;280.16514;0.00615;0;0;280Rg;280Rg
111;281;Rg;281.16636;0.00895;0;0;281Rg;281Rg
111;282;Rg;282.16912;0.00725;0;0;282Rg;282Rg
111;283;Rg;283.17054;0.00795;0;0;283Rg;283Rg
112;276;Cn;276.16141;0.00645;0;0;Cn;276Cn
112;277;Cn;277.16364;0.00155;0;0;277Cn;277Cn
112;278;Cn;278.16416;0.00475;0;0;278Cn;278Cn
112;279;Cn;279.16654;0.00505;0;0;279Cn;279Cn
112;280;Cn;280.16715;0.00635;0;0;280Cn;280Cn
112;281;Cn;281.16975;0.00425;0;0;281Cn;281Cn
112;282;Cn;282.1705;0.00705;0;0;282Cn;282Cn
112;283;Cn;283.17327;0.00655;0;0;283Cn;283Cn
112;284;Cn;284.17416;0.00915;0;0;284Cn;284Cn
112;285;Cn;285.17712;0.00605;0;0;285Cn;285Cn
113;278;Nh;278.17058;0.00205;0;0;Nh;278Nh
113;279;Nh;279.17095;0.00755;0;0;279Nh;279Nh
113;280;Nh;280.17293;0.00755;0;0;280Nh;280Nh
113;281;Nh;281.17348;0.00755;0;0;281Nh;281Nh
113;282;Nh;282.17567;0.00395;0;0;282Nh;282Nh
113;283;Nh;283.17657;0.00525;0;0;283Nh;283Nh
113;284;Nh;284.17873;0.00625;0;0;284Nh;284Nh
113;285;Nh;285.17973;0.00895;0;0;285Nh;285Nh
113;286;Nh;286.18221;0.00725;0;0;286Nh;286Nh
113;287;Nh;287.18339;0.00815;0;0;287Nh;287Nh
114;285;Fl;285.18364;0.00475;0;0;Fl;285Fl
114;286;Fl;286.18423;0.00715;0;0;286Fl;286Fl
114;287;Fl;287.18678;0.00665;0;0;287Fl;287Fl
114;288;Fl;288.18757;0.00915;0;0;288Fl;288Fl
114;289;Fl;289.19042;0.00605;0;0;289Fl;289Fl
115;287;Mc;287.1907;0.00525;0;0;Mc;287Mc
115;288;Mc;288.19274;0.00625;0;0;288Mc;288Mc
115;289;Mc;289.19363;0.00895;0;0;289Mc;289Mc
115;290;Mc;290.19598;0.00735;0;0;290Mc;290Mc
115;291;Mc;291.19707;0.00885;0;0;291Mc;291Mc
116;289;Lv;289.19816;0.00575;0;0;Lv;289Lv
116;290;Lv;290.19864;0.00715;0;0;290Lv;290Lv
116;291;Lv;291.20108;0.00665;0;0;291Lv;291Lv
116;292;Lv;292.20174;0.00915;0;0;292Lv;292Lv
116;293;Lv;293.20449;0.00605;0;0;293Lv;293Lv
117;291;Ts;291.20553;0.00685;0;0;Ts;291Ts
117;292;Ts;292.20746;0.00755;0;0;292Ts;292Ts
117;293;Ts;293.20824;0.00895;0;0;293Ts;293Ts
117;294;Ts;294.21046;0.00745;0;0;294Ts;294Ts
118;293;Og;293.21356;0.00785;0;0;Og;293Og
118;294;Og;294.21392;0.00715;0;0;294Og;294Og
118;295;Og;295.21624;0.00695;0;0;295Og;295Og
